id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,splt_direction,splt_ps,splt_piat_ms,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,udps.queryType,udps.rspType,udps.flags,udps.uri,udps.method,udps.host,udps.url
0,0,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",1036,"195.113.232.90","00:1e:49:db:19:c3","00:1e:49",80,6,4,0,1313403239936,1313403239936,0,2,120,1313403239936,1313403239936,0,2,120,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,"[0, 0, -1, -1, -1, -1, -1, -1, -1, -1]","[60, 60, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, -1, -1, -1, -1, -1, -1, -1, -1]","HTTP","Web",1,"","","","","",0,0,"","",0,"",""
1,0,"86.65.39.15","00:1e:49:db:19:c3","00:1e:49",44048,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",113,6,4,0,1313403328995,1313403329072,77,11,827,1313403328995,1313403329072,77,5,351,1313403328996,1313403329072,76,6,476,66,75.18181818181819,10.777923564566432,94,66,70.2,6.016643582596529,79,66,79.33333333333333,12.564500255349063,94,0,7.7,15.713051899615172,38,0,19.25,21.654483754332883,38,0,15.2,20.813457185196313,38,3,0,0,0,10,3,0,1,1,0,0,0,4,1,0,1,2,0,0,0,6,2,0,0,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[74, 78, 78, 66, 79, 94, 94, 66, 66, 66]","[0, 1, 0, 37, 1, 0, 0, 38, 0, 0]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
2,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",56380,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8000,6,4,0,1313403329155,1313403329155,0,3,194,1313403329155,1313403329155,0,1,74,1313403329155,1313403329155,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
3,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",48643,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",3128,6,4,0,1313403329155,1313403329155,0,3,194,1313403329155,1313403329155,0,1,74,1313403329155,1313403329155,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP_Proxy","Web",1,"","","","","",0,0,"","",0,"",""
4,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",35785,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8000,6,4,0,1313403329155,1313403329156,1,3,194,1313403329155,1313403329155,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.5,0.7071067811865476,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 1, 0, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
5,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",54259,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8000,6,4,0,1313403329156,1313403329156,0,3,194,1313403329156,1313403329156,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","Unknown","Unspecified",0,"","","","","",0,0,"","",0,"",""
6,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",40087,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",80,6,4,0,1313403329156,1313403329156,0,3,194,1313403329156,1313403329156,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP","Web",1,"","","","","",0,0,"","",0,"",""
7,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",50041,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",80,6,4,0,1313403329156,1313403329156,0,3,194,1313403329156,1313403329156,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP","Web",1,"","","","","",0,0,"","",0,"",""
8,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",48917,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8080,6,4,0,1313403329156,1313403329156,0,3,194,1313403329156,1313403329156,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP_Proxy","Web",1,"","","","","",0,0,"","",0,"",""
9,0,"85.190.0.3","00:1e:49:db:19:c3","00:1e:49",47564,"147.32.84.165","08:00:27:b5:b7:19","08:00:27",8080,6,4,0,1313403329156,1313403329156,0,3,194,1313403329156,1313403329156,0,1,74,1313403329156,1313403329156,0,2,120,60,64.66666666666667,8.082903768654761,74,74,74.0,0.0,74,60,60.0,0.0,60,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,"[0, 1, 1, -1, -1, -1, -1, -1, -1, -1]","[74, 60, 60, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, -1, -1, -1, -1, -1, -1, -1]","HTTP_Proxy","Web",1,"","","","","",0,0,"","",0,"",""
